"Nest","Species","Site","technique","first_date","last_date","julian_day","exposure","max_chicks","proportion","prop_flag","exterior_fence","entry_fence","interior_fence","lights"
"O-LXS-14-16","LETE","NPPD Lexington","outside",2016-06-20,2016-07-14,172,24,1,1,"Good",0,0,0,0
"O-LXS-14-19","LETE","NPPD Lexington","outside",2019-06-21,2019-08-06,172,46,2,1,"Good",0,0,0,0
"O-LXS-14-20","LETE","NPPD Lexington","outside",2020-06-08,2020-07-01,160,23,0,0,"Good",0,1,0,0
"O-LXS-15-12","LETE","NPPD Lexington","outside",2012-07-02,2012-08-10,184,39,2,1,"Good",0,0,0,0
"O-LXS-15-20","LETE","NPPD Lexington","outside",2020-06-10,2020-07-20,162,40,3,1,"Good",0,1,0,0
"O-LXS-15-21","LETE","NPPD Lexington","outside",2021-06-16,2021-08-02,167,47,3,0.666666666666667,"Good",0,1,0,0
"O-LXS-16-12","LETE","NPPD Lexington","outside",2012-07-26,2012-08-20,208,25,2,0,"Good",0,0,0,0
"O-LXS-16-16","LETE","NPPD Lexington","outside",2016-07-08,2016-08-05,190,28,0,0,"Good",0,0,0,0
"O-LXS-16-19","LETE","NPPD Lexington","outside",2019-06-27,2019-08-06,178,40,2,1,"Good",0,0,0,0
"O-LXS-16-20","LETE","NPPD Lexington","outside",2020-06-12,2020-07-13,164,31,3,0,"Good",0,1,0,0
"O-LXS-17-19","LETE","NPPD Lexington","outside",2019-07-01,2019-07-25,182,24,0,0,"Good",0,0,0,0
"O-LXS-17-20","LETE","NPPD Lexington","outside",2020-06-17,2020-07-13,169,26,0,0,"Good",0,1,0,0
"O-LXS-18-19","LETE","NPPD Lexington","outside",2019-07-01,2019-07-29,182,28,0,0,"Good",0,0,0,0
"O-LXS-18-20","LETE","NPPD Lexington","outside",2020-06-22,2020-07-13,174,21,0,0,"Good",0,1,0,0
"O-LXS-19-19","LETE","NPPD Lexington","outside",2019-07-03,2019-07-31,184,28,0,0,"Good",0,0,0,0
"O-LXS-20-19","LETE","NPPD Lexington","outside",2019-07-01,2019-07-23,182,22,0,0,"Good",0,0,0,0
"O-LXS-20-20","LETE","NPPD Lexington","outside",2020-06-25,2020-07-29,177,34,0,0,"Good",0,1,0,0
"O-NE-01-16","PIPL","Newark East","outside",2016-05-26,2016-07-22,147,57,3,1,"Good",0,0,0,0
"O-NE-01-17","PIPL","Newark East","outside",2017-05-11,2017-07-07,131,57,4,1,"Good",0,0,0,0
"O-NE-01-18","PIPL","Newark East","outside",2018-05-24,2018-07-20,144,57,4,0.75,"Good",0,0,0,0
"O-NE-01-19","PIPL","Newark East","outside",2019-05-17,2019-06-24,137,38,4,0,"Good",0,0,0,0
"O-NE-01-20","LETE","Newark East","outside",2020-05-26,2020-07-07,147,42,3,0.666666666666667,"Good",0,1,0,0
"O-NE-01-21","PIPL","Newark East","outside",2021-05-24,2021-07-09,144,46,4,0.75,"Good",0,1,0,0
"O-NE-01-22","PIPL","Newark East","outside",2022-05-09,2022-06-30,129,52,4,0.5,"Good",0,1,0,0
"O-NE-01-23","PIPL","Newark East","outside",2023-05-08,2023-06-12,128,35,4,0,"Good",0,1,0,0
"O-NE-01-24","PIPL","Newark East","outside",2024-04-29,2024-05-28,120,29,0,0,"Good",0,1,0,0
"O-NE-01-25","PIPL","Newark East","outside",2025-05-05,2025-06-02,125,28,0,0,"Good",0,1,0,0
"O-NE-02-16","PIPL","Newark East","outside",2016-05-26,2016-07-19,147,54,1,0,"Good",0,0,0,0
"O-NE-02-17","LETE","Newark East","outside",2017-06-05,2017-07-17,156,42,2,1,"Good",0,0,0,0
"O-NE-02-18","LETE","Newark East","outside",2018-05-29,2018-07-09,149,41,3,1,"Good",0,0,0,0
"O-NE-02-19","PIPL","Newark East","outside",2019-05-20,2019-07-08,140,49,4,0.25,"Good",0,0,0,0
"O-NE-02-20","LETE","Newark East","outside",2020-05-26,2020-07-07,147,42,1,0,"Good",0,1,0,0
"O-NE-02-21","PIPL","Newark East","outside",2021-05-20,2021-07-15,140,56,4,0.75,"Good",0,1,0,0
"O-NE-02-22","PIPL","Newark East","outside",2022-05-09,2022-06-06,129,28,0,0,"Good",0,1,0,0
"O-NE-02-23","PIPL","Newark East","outside",2023-05-08,2023-07-03,128,56,4,0.25,"Good",0,1,0,0
"O-NE-02-24","PIPL","Newark East","outside",2024-04-29,2024-06-24,120,56,3,0.666666666666667,"Good",0,1,0,0
"O-NE-02-25","PIPL","Newark East","outside",2025-05-05,2025-06-02,125,28,0,0,"Good",0,1,0,0
"O-NE-03-16","LETE","Newark East","outside",2016-05-31,2016-07-11,152,41,3,0.666666666666667,"Good",0,0,0,0
"O-NE-03-17","LETE","Newark East","outside",2017-06-05,2017-07-17,156,42,3,1,"Good",0,0,0,0
"O-NE-03-18","PIPL","Newark East","outside",2018-05-29,2018-07-20,149,52,3,1,"Good",0,0,0,0
"O-NE-03-19","LETE","Newark East","outside",2019-05-24,2019-07-08,144,45,3,0,"Good",0,0,0,0
"O-NE-03-20","LETE","Newark East","outside",2020-05-26,2020-07-07,147,42,1,0,"Good",0,1,0,0
"O-NE-03-21","LETE","Newark East","outside",2021-05-24,2021-07-09,144,46,3,0.666666666666667,"Good",0,1,0,0
"O-NE-03-22","PIPL","Newark East","outside",2022-05-09,2022-07-05,129,57,4,1,"Good",0,1,0,0
"O-NE-03-23","PIPL","Newark East","outside",2023-05-08,2023-07-03,128,56,4,0.25,"Good",0,1,0,0
"O-NE-03-24","PIPL","Newark East","outside",2024-04-29,2024-06-24,120,56,4,1,"Good",0,1,0,0
"O-NE-03-25","PIPL","Newark East","outside",2025-05-05,2025-06-02,125,28,4,0,"Good",0,1,0,0
"O-NE-04-16","PIPL","Newark East","outside",2016-06-17,2016-08-08,169,52,3,0.666666666666667,"Good",0,0,0,0
"O-NE-04-18","LETE","Newark East","outside",2018-05-29,2018-07-09,149,41,2,1,"Good",0,0,0,0
"O-NE-04-19","LETE","Newark East","outside",2019-05-24,2019-07-12,144,49,2,0.5,"Good",0,0,0,0
"O-NE-04-20","LETE","Newark East","outside",2020-05-26,2020-07-07,147,42,3,0.333333333333333,"Good",0,1,0,0
"O-NE-04-21","LETE","Newark East","outside",2021-05-27,2021-07-09,147,43,1,1,"Good",0,1,0,0
"O-NE-04-22","PIPL","Newark East","outside",2022-05-09,2022-06-30,129,52,4,0.25,"Good",0,1,0,0
"O-NE-04-23","PIPL","Newark East","outside",2023-05-11,2023-07-03,131,53,4,0.25,"Good",0,1,0,0
"O-NE-04-24","PIPL","Newark East","outside",2024-05-06,2024-06-27,127,52,4,1,"Good",0,1,0,0
"O-NE-04-25","PIPL","Newark East","outside",2025-05-05,2025-06-05,125,31,3,0,"Good",0,1,0,0
"O-NE-05-19","LETE","Newark East","outside",2019-05-24,2019-07-12,144,49,1,1,"Good",0,0,0,0
"O-NE-05-20","LETE","Newark East","outside",2020-05-26,2020-07-10,147,45,3,0.666666666666667,"Good",0,1,0,0
"O-NE-05-21","LETE","Newark East","outside",2021-05-27,2021-07-09,147,43,2,1,"Good",0,1,0,0
"O-NE-05-22","PIPL","Newark East","outside",2022-05-20,2022-07-07,140,48,4,1,"Good",0,1,0,0
"O-NE-05-23","PIPL","Newark East","outside",2023-05-15,2023-06-22,135,38,1,0,"Good",0,1,0,0
"O-NE-05-24","PIPL","Newark East","outside",2024-05-06,2024-07-01,127,56,4,1,"Good",0,1,0,0
"O-NE-05-25","PIPL","Newark East","outside",2025-05-05,2025-06-30,125,56,4,0.75,"Good",0,1,0,0
"O-NE-06-17","LETE","Newark East","outside",2017-07-07,2017-08-17,188,41,3,0.666666666666667,"Good",0,0,0,0
"O-NE-06-18","LETE","Newark East","outside",2018-05-29,2018-07-09,149,41,2,1,"Good",0,0,0,0
"O-NE-06-19","LETE","Newark East","outside",2019-05-24,2019-07-08,144,45,3,1,"Good",0,0,0,0
"O-NE-06-20","LETE","Newark East","outside",2020-05-26,2020-07-10,147,45,3,0.666666666666667,"Good",0,1,0,0
"O-NE-06-21","LETE","Newark East","outside",2021-05-27,2021-07-09,147,43,3,1,"Good",0,1,0,0
"O-NE-06-22","PIPL","Newark East","outside",2022-05-20,2022-07-05,140,46,4,0.25,"Good",0,1,0,0
"O-NE-06-23","LETE","Newark East","outside",2023-05-22,2023-07-11,142,50,3,0.333333333333333,"Good",0,1,0,0
"O-NE-06-24","PIPL","Newark East","outside",2024-05-09,2024-07-01,130,53,3,1,"Good",0,1,0,0
"O-NE-06-25","PIPL","Newark East","outside",2025-05-05,2025-06-30,125,56,2,1,"Good",0,1,0,0
"O-NE-07-17","LETE","Newark East","outside",2017-07-07,2017-07-31,188,24,0,0,"Good",0,0,0,0
"O-NE-07-19","PIPL","Newark East","outside",2019-05-28,2019-07-12,148,45,4,0,"Good",0,0,0,0
"O-NE-07-20","LETE","Newark East","outside",2020-05-26,2020-06-30,147,35,0,0,"Good",0,1,0,0
"O-NE-07-21","LETE","Newark East","outside",2021-05-27,2021-07-09,147,43,3,1,"Good",0,1,0,0
"O-NE-07-22","LETE","Newark East","outside",2022-05-20,2022-06-17,140,28,0,0,"Good",0,1,0,0
"O-NE-07-24","PIPL","Newark East","outside",2024-05-09,2024-07-01,130,53,4,1,"Good",0,1,0,0
"O-NE-08-17","LETE","Newark East","outside",2017-07-07,2017-08-04,188,28,0,0,"Good",0,0,0,0
"O-NE-08-18","LETE","Newark East","outside",2018-05-29,2018-07-09,149,41,2,1,"Good",0,0,0,0
"O-NE-08-20","LETE","Newark East","outside",2020-05-26,2020-07-10,147,45,3,1,"Good",0,1,0,0
"O-NE-08-21","LETE","Newark East","outside",2021-05-27,2021-07-12,147,46,3,1,"Good",0,1,0,0
"O-NE-08-22","LETE","Newark East","outside",2022-05-20,2022-06-30,140,41,3,0.333333333333333,"Good",0,1,0,0
"O-NE-08-23","PIPL","Newark East","outside",2023-05-22,2023-06-26,142,35,4,0,"Good",0,1,0,0
"O-NE-08-25","PIPL","Newark East","outside",2025-05-08,2025-06-05,128,28,3,0,"Good",0,1,0,0
"O-NE-09-17","LETE","Newark East","outside",2017-07-07,2017-08-17,188,41,2,1,"Good",0,0,0,0
"O-NE-09-19","LETE","Newark East","outside",2019-05-28,2019-06-27,148,30,3,0,"Good",0,0,0,0
"O-NE-09-20","PIPL","Newark East","outside",2020-05-26,2020-07-17,147,52,4,0.5,"Good",0,1,0,0
"O-NE-09-21","LETE","Newark East","outside",2021-06-01,2021-07-12,152,41,2,0.5,"Good",0,1,0,0
"O-NE-09-22","LETE","Newark East","outside",2022-05-20,2022-06-30,140,41,2,1,"Above 1",0,1,0,0
"O-NE-09-24","LETE","Newark East","outside",2024-05-17,2024-06-10,138,24,0,0,"Good",0,1,0,0
"O-NE-10-17","LETE","Newark East","outside",2017-07-07,2017-08-04,188,28,0,0,"Good",0,0,0,0
"O-NE-10-18","LETE","Newark East","outside",2018-05-29,2018-07-12,149,44,2,1,"Good",0,0,0,0
"O-NE-10-19","LETE","Newark East","outside",2019-05-28,2019-07-12,148,45,1,0,"Good",0,0,0,0
"O-NE-10-20","LETE","Newark East","outside",2020-05-26,2020-07-10,147,45,3,0.666666666666667,"Good",0,1,0,0
"O-NE-10-21","LETE","Newark East","outside",2021-06-01,2021-07-16,152,45,3,1,"Good",0,1,0,0
"O-NE-10-22","LETE","Newark East","outside",2022-05-20,2022-06-17,140,28,2,0,"Good",0,1,0,0
"O-NE-10-23","LETE","Newark East","outside",2023-05-22,2023-07-11,142,50,3,0.666666666666667,"Good",0,1,0,0
"O-NE-10-24","LETE","Newark East","outside",2024-05-17,2024-06-27,138,41,2,1,"Good",0,1,0,0
"O-NE-11-17","LETE","Newark East","outside",2017-07-07,2017-08-17,188,41,2,1,"Good",0,0,0,0
"O-NE-11-18","LETE","Newark East","outside",2018-06-01,2018-07-12,152,41,1,1,"Good",0,0,0,0
"O-NE-11-20","LETE","Newark East","outside",2020-05-29,2020-07-10,150,42,3,0.333333333333333,"Good",0,1,0,0
"O-NE-11-21","LETE","Newark East","outside",2021-06-04,2021-07-23,155,49,0,0,"Good",0,1,0,0
"O-NE-11-22","LETE","Newark East","outside",2022-05-23,2022-07-05,143,43,3,0.333333333333333,"Good",0,1,0,0
"O-NE-11-23","LETE","Newark East","outside",2023-05-22,2023-07-03,142,42,1,1,"Good",0,1,0,0
"O-NE-11-24","LETE","Newark East","outside",2024-05-17,2024-06-10,138,24,0,0,"Good",0,1,0,0
"O-NE-12-18","LETE","Newark East","outside",2018-06-01,2018-07-12,152,41,3,1,"Good",0,0,0,0
"O-NE-12-19","LETE","Newark East","outside",2019-05-31,2019-07-12,151,42,3,0,"Good",0,0,0,0
"O-NE-12-20","PIPL","Newark East","outside",2020-06-02,2020-06-30,154,28,4,0,"Good",0,1,0,0
"O-NE-12-21","LETE","Newark East","outside",2021-06-04,2021-07-02,155,28,2,0,"Good",0,1,0,0
"O-NE-12-22","LETE","Newark East","outside",2022-05-23,2022-06-17,143,25,0,0,"Good",0,1,0,0
"O-NE-12-23","LETE","Newark East","outside",2023-05-22,2023-06-29,142,38,3,0,"Good",0,1,0,0
"O-NE-13-18","LETE","Newark East","outside",2018-06-01,2018-07-12,152,41,3,1,"Good",0,0,0,0
"O-NE-13-19","LETE","Newark East","outside",2019-05-31,2019-06-24,151,24,2,0,"Good",0,0,0,0
"O-NE-13-20","PIPL","Newark East","outside",2020-06-02,2020-07-02,154,30,0,0,"Good",0,1,0,0
"O-NE-13-21","LETE","Newark East","outside",2021-06-04,2021-07-06,155,32,3,1,"Good",0,1,0,0
"O-NE-13-22","LETE","Newark East","outside",2022-05-23,2022-06-30,143,38,2,0.5,"Good",0,1,0,0
"O-NE-13-23","LETE","Newark East","outside",2023-05-25,2023-07-07,145,43,3,1,"Good",0,1,0,0
"O-NE-13-24","LETE","Newark East","outside",2024-05-20,2024-06-10,141,21,0,0,"Good",0,1,0,0
"O-NE-13-25","LETE","Newark East","outside",2025-05-27,2025-07-14,147,48,3,0.666666666666667,"Good",0,1,0,0
"O-NE-14-18","LETE","Newark East","outside",2018-06-01,2018-07-09,152,38,3,1,"Good",0,0,0,0
"O-NE-14-19","LETE","Newark East","outside",2019-05-31,2019-07-12,151,42,2,1,"Good",0,0,0,0
"O-NE-14-20","LETE","Newark East","outside",2020-06-02,2020-07-10,154,38,3,1,"Good",0,1,0,0
"O-NE-14-21","LETE","Newark East","outside",2021-06-01,2021-07-09,152,38,3,0.666666666666667,"Good",0,1,0,0
"O-NE-14-22","LETE","Newark East","outside",2022-05-27,2022-06-21,147,25,3,0,"Good",0,1,0,0
"O-NE-14-23","LETE","Newark East","outside",2023-05-25,2023-07-11,145,47,3,0.666666666666667,"Good",0,1,0,0
"O-NE-14-24","LETE","Newark East","outside",2024-05-17,2024-06-27,138,41,2,0.5,"Good",0,1,0,0
"O-NE-14-25","LETE","Newark East","outside",2025-05-27,2025-07-14,147,48,2,1,"Good",0,1,0,0
"O-NE-15-18","LETE","Newark East","outside",2018-06-01,2018-07-12,152,41,1,1,"Good",0,0,0,0
"O-NE-15-19","LETE","Newark East","outside",2019-05-31,2019-07-15,151,45,3,0.666666666666667,"Good",0,0,0,0
"O-NE-15-20","LETE","Newark East","outside",2020-06-02,2020-07-10,154,38,3,0.333333333333333,"Good",0,1,0,0
"O-NE-15-21","PIPL","Newark East","outside",2021-06-07,2021-07-09,158,32,4,0,"Good",0,1,0,0
"O-NE-15-22","LETE","Newark East","outside",2022-05-27,2022-07-11,147,45,3,1,"Good",0,1,0,0
"O-NE-15-23","LETE","Newark East","outside",2023-05-25,2023-07-11,145,47,3,0.666666666666667,"Good",0,1,0,0
"O-NE-15-24","LETE","Newark East","outside",2024-05-28,2024-06-18,149,21,0,0,"Good",0,1,0,0
"O-NE-16-18","LETE","Newark East","outside",2018-06-01,2018-07-09,152,38,3,1,"Good",0,0,0,0
"O-NE-16-19","LETE","Newark East","outside",2019-05-31,2019-07-15,151,45,3,0.333333333333333,"Good",0,0,0,0
"O-NE-16-20","LETE","Newark East","outside",2020-06-02,2020-06-30,154,28,3,0,"Good",0,1,0,0
"O-NE-16-21","LETE","Newark East","outside",2021-06-07,2021-07-12,158,35,3,0.333333333333333,"Good",0,1,0,0
"O-NE-16-22","LETE","Newark East","outside",2022-05-31,2022-07-15,151,45,1,1,"Good",0,1,0,0
"O-NE-16-23","LETE","Newark East","outside",2023-05-25,2023-07-11,145,47,3,1,"Good",0,1,0,0
"O-NE-16-24","LETE","Newark East","outside",2024-05-28,2024-07-08,149,41,3,0.666666666666667,"Good",0,1,0,0
"O-NE-16-25","LETE","Newark East","outside",2025-05-27,2025-07-14,147,48,2,1,"Good",0,1,0,0
"O-NE-17-18","LETE","Newark East","outside",2018-06-01,2018-07-12,152,41,3,1,"Good",0,0,0,0
"O-NE-17-19","LETE","Newark East","outside",2019-05-31,2019-07-12,151,42,3,0.333333333333333,"Good",0,0,0,0
"O-NE-17-20","LETE","Newark East","outside",2020-06-05,2020-07-21,157,46,1,1,"Good",0,1,0,0
"O-NE-17-21","PIPL","Newark East","outside",2021-06-07,2021-07-16,158,39,3,1,"Good",0,1,0,0
"O-NE-17-23","LETE","Newark East","outside",2023-05-25,2023-07-07,145,43,3,0.666666666666667,"Good",0,1,0,0
"O-NE-17-25","LETE","Newark East","outside",2025-05-27,2025-07-14,147,48,2,1,"Good",0,1,0,0
"O-NE-18-18","LETE","Newark East","outside",2018-06-04,2018-07-16,155,42,2,1,"Good",0,0,0,0
"O-NE-18-19","LETE","Newark East","outside",2019-05-31,2019-07-12,151,42,1,1,"Good",0,0,0,0
"O-NE-18-20","LETE","Newark East","outside",2020-06-11,2020-07-21,163,40,2,1,"Good",0,1,0,0
"O-NE-18-21","LETE","Newark East","outside",2021-06-07,2021-07-16,158,39,3,1,"Good",0,1,0,0
"O-NE-18-23","PIPL","Newark East","outside",2023-05-25,2023-07-17,145,53,3,0.666666666666667,"Good",0,1,0,0
"O-NE-18-25","LETE","Newark East","outside",2025-05-30,2025-07-14,150,45,3,0.666666666666667,"Good",0,1,0,0
"O-NE-19-18","LETE","Newark East","outside",2018-06-07,2018-07-12,158,35,3,0.666666666666667,"Good",0,0,0,0
"O-NE-19-19","LETE","Newark East","outside",2019-05-31,2019-07-15,151,45,3,0.333333333333333,"Good",0,0,0,0
"O-NE-19-21","LETE","Newark East","outside",2021-06-14,2021-07-12,165,28,3,1,"Good",0,1,0,0
"O-NE-19-22","LETE","Newark East","outside",2022-05-31,2022-06-27,151,27,1,0,"Good",0,1,0,0
"O-NE-19-23","LETE","Newark East","outside",2023-05-30,2023-07-11,150,42,3,0.333333333333333,"Good",0,1,0,0
"O-NE-19-25","LETE","Newark East","outside",2025-05-30,2025-07-14,150,45,2,1,"Good",0,1,0,0
"O-NE-20-18","LETE","Newark East","outside",2018-06-07,2018-07-09,158,32,2,0.5,"Good",0,0,0,0
"O-NE-20-19","LETE","Newark East","outside",2019-05-31,2019-07-19,151,49,2,1,"Good",0,0,0,0
"O-NE-20-20","PIPL","Newark East","outside",2020-06-30,2020-07-28,182,28,0,0,"Good",0,1,0,0
"O-NE-20-21","LETE","Newark East","outside",2021-06-10,2021-07-16,161,36,3,1,"Good",0,1,0,0
"O-NE-20-23","LETE","Newark East","outside",2023-05-30,2023-07-21,150,52,1,1,"Good",0,1,0,0
"O-NE-20-25","LETE","Newark East","outside",2025-05-30,2025-06-20,150,21,0,0,"Good",0,1,0,0
"O-NE-21-18","LETE","Newark East","outside",2018-06-07,2018-07-20,158,43,2,0.5,"Good",0,0,0,0
"O-NE-21-19","LETE","Newark East","outside",2019-05-31,2019-06-24,151,24,1,0,"Good",0,0,0,0
"O-NE-21-20","PIPL","Newark East","outside",2020-06-25,2020-08-14,177,50,3,0.333333333333333,"Good",0,1,0,0
"O-NE-21-21","PIPL","Newark East","outside",2021-06-14,2021-07-20,165,36,4,0.75,"Good",0,1,0,0
"O-NE-21-23","LETE","Newark East","outside",2023-05-30,2023-07-07,150,38,3,0.333333333333333,"Good",0,1,0,0
"O-NE-22-18","LETE","Newark East","outside",2018-06-11,2018-07-23,162,42,2,0.5,"Good",0,0,0,0
"O-NE-22-22","LETE","Newark East","outside",2022-06-03,2022-07-18,154,45,3,0.666666666666667,"Good",0,1,0,0
"O-NE-22-23","LETE","Newark East","outside",2023-05-30,2023-07-11,150,42,3,1,"Good",0,1,0,0
"O-NE-22-25","LETE","Newark East","outside",2025-06-02,2025-07-17,153,45,2,1,"Good",0,1,0,0
"O-NE-23-18","LETE","Newark East","outside",2018-06-07,2018-07-23,158,46,2,1,"Good",0,0,0,0
"O-NE-23-19","LETE","Newark East","outside",2019-05-31,2019-06-21,151,21,0,0,"Good",0,0,0,0
"O-NE-23-22","LETE","Newark East","outside",2022-06-06,2022-07-11,157,35,3,0.333333333333333,"Good",0,1,0,0
"O-NE-23-23","LETE","Newark East","outside",2023-05-30,2023-07-11,150,42,3,0.666666666666667,"Good",0,1,0,0
"O-NE-23-25","LETE","Newark East","outside",2025-06-05,2025-07-17,156,42,2,1,"Good",0,1,0,0
"O-NE-24-19","LETE","Newark East","outside",2019-05-31,2019-07-15,151,45,1,1,"Good",0,0,0,0
"O-NE-24-22","LETE","Newark East","outside",2022-06-06,2022-07-18,157,42,3,0.333333333333333,"Good",0,1,0,0
"O-NE-24-23","LETE","Newark East","outside",2023-05-30,2023-07-07,150,38,3,0.666666666666667,"Good",0,1,0,0
"O-NE-25-18","PIPL","Newark East","outside",2018-06-29,2018-07-30,180,31,1,0,"Good",0,0,0,0
"O-NE-25-19","PIPL","Newark East","outside",2019-06-03,2019-07-22,154,49,2,0,"Good",0,0,0,0
"O-NE-25-23","LETE","Newark East","outside",2023-05-30,2023-07-11,150,42,1,1,"Above 1",0,1,0,0
"O-NE-25-24","LETE","Newark East","outside",2024-06-10,2024-07-22,162,42,1,1,"Good",0,1,0,0
"O-NE-25-25","LETE","Newark East","outside",2025-06-05,2025-07-17,156,42,2,1,"Good",0,1,0,0
"O-NE-26-18","LETE","Newark East","outside",2018-06-26,2018-08-03,177,38,1,0,"Good",0,0,0,0
"O-NE-26-19","LETE","Newark East","outside",2019-05-31,2019-07-22,151,52,1,1,"Good",0,0,0,0
"O-NE-26-22","LETE","Newark East","outside",2022-06-06,2022-07-18,157,42,3,0.666666666666667,"Good",0,1,0,0
"O-NE-26-23","LETE","Newark East","outside",2023-06-02,2023-06-29,153,27,1,0,"Good",0,1,0,0
"O-NE-26-25","LETE","Newark East","outside",2025-06-05,2025-07-17,156,42,2,1,"Good",0,1,0,0
"O-NE-27-18","LETE","Newark East","outside",2018-06-26,2018-07-26,177,30,2,0,"Good",0,0,0,0
"O-NE-27-19","LETE","Newark East","outside",2019-06-03,2019-06-27,154,24,0,0,"Good",0,0,0,0
"O-NE-27-22","PIPL","Newark East","outside",2022-06-06,2022-07-18,157,42,0,0,"Good",0,1,0,0
"O-NE-27-23","LETE","Newark East","outside",2023-06-02,2023-07-11,153,39,3,0.666666666666667,"Good",0,1,0,0
"O-NE-27-24","LETE","Newark East","outside",2024-06-13,2024-07-25,165,42,1,1,"Good",0,1,0,0
"O-NE-27-25","LETE","Newark East","outside",2025-06-05,2025-07-03,156,28,2,0,"Good",0,1,0,0
"O-NE-28-18","LETE","Newark East","outside",2018-06-26,2018-07-20,177,24,0,0,"Good",0,0,0,0
"O-NE-28-22","LETE","Newark East","outside",2022-06-17,2022-08-01,168,45,2,0.5,"Good",0,1,0,0
"O-NE-28-23","LETE","Newark East","outside",2023-06-02,2023-07-11,153,39,3,0.666666666666667,"Good",0,1,0,0
"O-NE-29-18","LETE","Newark East","outside",2018-06-26,2018-07-20,177,24,0,0,"Good",0,0,0,0
"O-NE-29-19","LETE","Newark East","outside",2019-06-03,2019-07-15,154,42,1,0,"Good",0,0,0,0
"O-NE-29-22","LETE","Newark East","outside",2022-06-17,2022-07-15,168,28,0,0,"Good",0,1,0,0
"O-NE-29-23","LETE","Newark East","outside",2023-05-30,2023-07-13,150,44,1,1,"Good",0,1,0,0
"O-NE-29-24","LETE","Newark East","outside",2024-05-28,2024-07-08,149,41,1,1,"Good",0,1,0,0
"O-NE-29-25","PIPL","Newark East","outside",2025-06-09,2025-07-14,160,35,0,0,"Good",0,1,0,0
"O-NE-30-19","PIPL","Newark East","outside",2019-06-06,2019-07-08,157,32,0,0,"Good",0,0,0,0
"O-NE-30-22","LETE","Newark East","outside",2022-06-21,2022-08-01,172,41,3,0.333333333333333,"Good",0,1,0,0
"O-NE-30-23","LETE","Newark East","outside",2023-06-02,2023-06-29,153,27,3,0,"Good",0,1,0,0
"O-NE-30-24","LETE","Newark East","outside",2024-05-31,2024-06-24,152,24,0,0,"Good",0,1,0,0
"O-NE-30-25","LETE","Newark East","outside",2025-06-09,2025-07-14,160,35,0,0,"Good",0,1,0,0
"O-NE-31-19","LETE","Newark East","outside",2019-06-06,2019-07-15,157,39,2,0.5,"Good",0,0,0,0
"O-NE-31-22","LETE","Newark East","outside",2022-06-21,2022-08-01,172,41,3,1,"Good",0,1,0,0
"O-NE-31-23","LETE","Newark East","outside",2023-05-30,2023-07-11,150,42,3,0.666666666666667,"Good",0,1,0,0
"O-NE-31-25","LETE","Newark East","outside",2025-06-09,2025-07-07,160,28,0,0,"Good",0,1,0,0
"O-NE-32-19","LETE","Newark East","outside",2019-06-06,2019-07-08,157,32,0,0,"Good",0,0,0,0
"O-NE-32-22","LETE","Newark East","outside",2022-06-21,2022-07-15,172,24,0,0,"Good",0,1,0,0
"O-NE-32-23","LETE","Newark East","outside",2023-06-08,2023-07-07,159,29,3,0.333333333333333,"Good",0,1,0,0
"O-NE-32-25","LETE","Newark East","outside",2025-06-09,2025-07-24,160,45,2,0.5,"Good",0,1,0,0
"O-NE-33-19","LETE","Newark East","outside",2019-06-10,2019-07-08,161,28,1,0,"Good",0,0,0,0
"O-NE-33-22","LETE","Newark East","outside",2022-06-21,2022-08-04,172,44,3,1,"Good",0,1,0,0
"O-NE-33-23","LETE","Newark East","outside",2023-06-08,2023-07-24,159,46,3,0.666666666666667,"Good",0,1,0,0
"O-NE-33-24","LETE","Newark East","outside",2024-05-31,2024-06-21,152,21,0,0,"Good",0,1,0,0
"O-NE-33-25","LETE","Newark East","outside",2025-06-09,2025-07-24,160,45,2,0.5,"Good",0,1,0,0
"O-NE-34-19","LETE","Newark East","outside",2019-06-10,2019-07-22,161,42,2,1,"Good",0,0,0,0
"O-NE-34-22","LETE","Newark East","outside",2022-06-21,2022-08-04,172,44,1,1,"Good",0,1,0,0
"O-NE-34-23","LETE","Newark East","outside",2023-06-08,2023-07-24,159,46,2,1,"Good",0,1,0,0
"O-NE-34-25","LETE","Newark East","outside",2025-06-09,2025-07-14,160,35,0,0,"Good",0,1,0,0
"O-NE-35-19","LETE","Newark East","outside",2019-06-14,2019-07-12,165,28,0,0,"Good",0,0,0,0
"O-NE-35-22","LETE","Newark East","outside",2022-06-21,2022-08-08,172,48,2,1,"Good",0,1,0,0
"O-NE-35-25","PIPL","Newark East","outside",2025-06-16,2025-07-17,167,31,0,0,"Good",0,1,0,0
"O-NE-36-19","LETE","Newark East","outside",2019-06-14,2019-07-29,165,45,2,1,"Good",0,0,0,0
"O-NE-36-22","LETE","Newark East","outside",2022-06-21,2022-08-04,172,44,2,1,"Good",0,1,0,0
"O-NE-36-23","LETE","Newark East","outside",2023-06-16,2023-07-27,167,41,2,1,"Good",0,1,0,0
"O-NE-36-24","LETE","Newark East","outside",2024-06-10,2024-07-18,162,38,2,1,"Good",0,1,0,0
"O-NE-36-25","PIPL","Newark East","outside",2025-06-12,2025-07-14,163,32,3,0,"Good",0,1,0,0
"O-NE-37-19","LETE","Newark East","outside",2019-06-21,2019-08-06,172,46,3,0.333333333333333,"Good",0,0,0,0
